ENTIDAD FEDERATIVA;NIVEL DE ESTUDIOS;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN SISTEMAS PENITENCIARIOS Y MENORES INFRACTORES;5;5;10;5;5;10;23;20;43;4;7;11
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN SOCIOLOGÍA DE LA EDUCACIÓN SUPERIOR;2;5;7;2;5;7;0;0;0;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TECNOLOGÍAS DE INFORMACIÓN APLICADAS A LOS NEGOCIOS;2;2;4;0;1;1;1;4;5;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TECNOLOGÍAS DE INFORMACIÓN EN LA DIRECCIÓN DE NEGOCIOS;12;29;41;4;10;14;3;3;6;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TECNOLOGÍAS DE TRANSFORMACIÓN MATERIAL;6;2;8;6;2;8;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TELECOMUNICACIONES;0;0;0;0;0;0;0;1;1;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TEOLOGÍA ESPIRITUAL;4;0;4;4;0;4;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERAPÉUTICA HOMEOPÁTICA;2;4;6;0;0;0;2;1;3;2;0;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERAPIA DE HERIDAS, ESTOMAS Y QUEMADURAS;47;13;60;19;9;28;26;4;30;32;5;37
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERAPIA FISICA;3;0;3;1;0;1;1;0;1;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERAPIA INTENSIVA CARDIOLÓGICA;3;4;7;3;4;7;1;5;6;1;5;6
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERAPIAS PSICOSOCIALES;21;8;29;0;0;0;24;4;28;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TERMINOLOGÍA;7;3;10;7;3;10;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TOXICOLOGÍA FORENSE;0;1;1;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRABAJO SOCIAL EN MODELOS DE INTERVENCIÓN CON ADULTOS MAYORES;23;2;25;13;1;14;0;0;0;5;0;5
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRABAJO SOCIAL EN MODELOS DE INTERVENCIÓN CON JÓVENES;43;9;52;23;6;29;0;0;0;2;1;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRABAJO SOCIAL EN MODELOS DE INTERVENCIÓN CON MUJERES;55;1;56;30;0;30;0;0;0;2;1;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRADUCCIÓN TÉCNICA;13;5;18;7;1;8;8;1;9;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRÁNSITO TERRESTRE;3;8;11;0;0;0;12;15;27;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRASPLANTE DE CÉLULAS PROGENITORAS HEMATOPOYETICAS EN PEDIATRÍA;1;0;1;1;0;1;0;1;1;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRASPLANTE RENAL;1;2;3;0;2;2;0;2;2;0;2;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN TRAUMATOLOGÍA Y ORTOPEDIA;0;4;4;0;4;4;0;3;3;0;3;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN URBANISMO;7;9;16;5;7;12;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN URGENCIAS MÉDICO QUIRÚRGICAS;231;203;434;0;0;0;57;62;119;20;30;50
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN URGENCIAS PEDIÁTRICAS;6;2;8;6;0;6;2;2;4;2;2;4
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN URGENCIAS Y UNIDAD CORONARIA;1;1;2;1;0;1;1;0;1;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN UROLOGÍA GINECOLÓGICA;5;8;13;2;4;6;2;4;6;2;4;6
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN UROLOGÍA PEDIÁTRICA TERAPÉUTICA;0;5;5;0;1;1;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VALUACIÓN DE INMUEBLES;0;0;0;0;0;0;4;10;14;4;9;13
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VALUACIÓN DE MAQUINARIA Y EQUIPO;1;10;11;1;10;11;0;0;0;1;1;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VALUACIÓN DE NEGOCIOS EN MARCHA;3;7;10;2;6;8;1;3;4;2;3;5
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VALUACIÓN INMOBILIARIA;52;90;142;28;49;77;13;39;52;22;39;61
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VALUACIÓN INMOBILIARIA, INDUSTRIAL Y DE MAQUINARIA;5;19;24;5;19;24;5;13;18;10;12;22
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VISUALIZACIÓN CREATIVA;9;2;11;5;1;6;9;6;15;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VISUALIZACIÓN DE DATOS;5;3;8;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD EN VIVIENDA;7;9;16;7;9;16;0;0;0;1;1;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD PARA PROMOCION DE LA SALUD Y PREVENCION DEL COMPORTAMIENTO ADICTIVO;0;1;1;0;1;1;0;2;2;0;2;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ANESTESIOLOGÍA;15;13;28;5;2;7;11;1;12;11;1;12
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ANGIOLOGÍA Y CIRUGÍA VASCULAR;1;0;1;1;0;1;0;4;4;0;4;4
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CARDIOLOGÍA;4;8;12;1;2;3;0;2;2;0;2;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CARDIOLOGÍA INTERVENCIONISTA;0;3;3;0;1;1;0;1;1;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CIRUGÍA GENERAL;4;35;39;3;8;11;1;8;9;1;8;9
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CIRUGÍA ONCOLOGÍCA;0;1;1;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CIRUGÍA ORAL Y MAXILOFACIAL;5;5;10;3;1;4;2;2;4;2;2;4
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CIRUGÍA PEDIÁTRICA;1;5;6;0;1;1;2;3;5;2;3;5
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN CIRUGÍA PLÁSTICA Y RECONSTRUCTIVA;2;4;6;1;1;2;0;3;3;0;3;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN COLOPROCTOLOGÍA;1;4;5;1;3;4;0;2;2;0;2;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN DERMATOLOGÍA;5;1;6;2;0;2;2;1;3;2;1;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ENDODONCIA;4;5;9;2;2;4;3;2;5;3;2;5
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ENDOSCOPIA;0;6;6;0;3;3;0;2;2;0;2;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN GASTROENTEROLOGÍA;2;2;4;2;0;2;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN GINECOLOGÍA Y OBSTETRICIA;8;20;28;2;2;4;1;6;7;1;6;7
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN HEMATOLOGÍA;0;1;1;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN MEDICINA DE REHABILITACIÓN;5;5;10;0;1;1;3;3;6;3;3;6
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN MEDICINA DEL ENFERMO EN ESTADO CRÍTICO;1;0;1;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN MEDICINA INTERNA;16;20;36;4;3;7;0;1;1;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN NEFROLOGÍA;1;2;3;0;1;1;1;2;3;1;2;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN NEUMOLOGÍA;2;4;6;1;0;1;0;1;1;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN NEUROCIRUGÍA;0;5;5;0;0;0;1;1;2;1;1;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN NEUROLOGÍA;2;1;3;1;0;1;0;3;3;0;3;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ODONTOPEDIATRÍA;4;3;7;3;3;6;3;1;4;3;1;4
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN OFTALMOLOGÍA;1;3;4;0;2;2;1;2;3;1;2;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ONCOLOGÍA MÉDICA;2;0;2;1;0;1;0;0;0;0;0;0
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN ORTOPEDIA;0;7;7;0;4;4;0;7;7;0;7;7
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN OTORRINOLARINGOLOGÍA Y CIRUGÍA DE CABEZA Y CUELLO;1;8;9;1;3;4;1;1;2;1;1;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN PATOLOGÍA CLÍNICA;1;1;2;0;0;0;1;0;1;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN PEDIATRÍA;2;2;4;0;1;1;2;1;3;2;1;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN PSIQUIATRÍA;0;1;1;0;1;1;1;1;2;1;1;2
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN RADIOLOGÍA E IMAGEN;1;7;8;1;4;5;0;1;1;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN UROLOGÍA;2;10;12;0;2;2;0;3;3;0;3;3
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIDAD Y RESIDENCIA EN UROLOGÍA GINECOLÓGICA;2;1;3;1;0;1;0;0;0;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIZACIÓN EN CUIDADOS RESPIRATORIOS CON APLICACIÓN EN BRONCOSCOPIA Y PROCEDIMIENTOS PLEUROPULMONARES ESPECIALES;1;0;1;1;0;1;1;0;1;1;0;1
CIUDAD DE MÉXICO;ESPECIALIDAD;ESPECIALIZACIÓN EN DISEÑO, PLANIFICACIÓN Y CONSERVACIÓN DE PAISAJES Y JARDÍNES;5;5;10;4;3;7;0;0;0;4;1;5
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES EN CIENCIAS BIOLÓGICAS, FÍSICAS Y MATEMÁTICAS;0;0;0;0;0;0;0;0;0;0;1;1
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES EN DERECHO;790;706;1496;484;424;908;0;0;0;266;196;462
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES EN ECONOMÍA;63;103;166;58;95;153;0;0;0;32;30;62
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES EN INGENIERÍA;80;247;327;47;161;208;0;0;0;16;62;78
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES EN ODONTOLÓGICAS;215;95;310;99;56;155;0;0;0;70;56;126
CIUDAD DE MÉXICO;ESPECIALIDAD;PROGRAMA ÚNICO DE ESPECIALIDADES MÉDICAS;6227;5725;11952;2142;1870;4012;0;0;0;2108;1888;3996
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA CON ESPECIALIDAD EN DERECHO FISCAL;8;10;18;2;6;8;2;2;4;3;1;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA DE ACTUALIZACION E INNOVACION EDUCATIVA;0;3;3;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADICCIONES;9;5;14;0;0;0;0;0;0;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN;769;921;1690;255;249;504;158;183;341;373;357;730
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN ÁREA ALTA DIRECCIÓN;0;0;0;0;0;0;0;0;0;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN ÁREA FINANZAS;0;0;0;0;0;0;0;1;1;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN ÁREA RECURSOS HUMANOS;0;0;0;0;0;0;0;0;0;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN DERECHO CORPORATIVO Y FINANZAS;3;7;10;1;4;5;1;4;5;1;2;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN IMPUESTOS Y FINANZAS;3;7;10;1;4;5;2;4;6;1;4;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS;33;60;93;16;12;28;24;35;59;24;35;59
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS PARA LA SUSTENTABILIDAD;37;30;67;12;6;18;1;3;4;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE ESTABLECIMIENTOS DE LA SALUD;20;14;34;0;0;0;43;17;60;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE HOSPITALES;79;40;119;68;29;97;62;16;78;140;38;178
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE HOSPITALES Y SALUD PÚBLICA;650;309;959;79;35;114;0;0;0;304;243;547
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE INSTITUCIONES EDUCATIVAS;198;88;286;198;88;286;3;1;4;7;1;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE LA COMUNICACIÓN;12;7;19;9;5;14;9;3;12;6;3;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE LA CONSTRUCCIÓN;2;6;8;2;6;8;32;51;83;32;51;83
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE LA SEGURIDAD;4;27;31;4;27;31;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE LAS ORGANIZACIONES;9;4;13;4;0;4;9;1;10;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS;1553;1660;3213;447;432;879;857;876;1733;185;267;452
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (DIRECCIÓN DEL TALENTO HUMANO);8;1;9;3;0;3;5;3;8;0;3;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (FINANZAS);9;14;23;4;10;14;4;0;4;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (MERCADOTECNIA);13;12;25;2;4;6;7;4;11;5;2;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA DE CALIDAD Y PRODUCCIÓN;76;92;168;14;16;30;14;18;32;14;18;32
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA FINANZAS;74;77;151;15;17;32;12;16;28;12;16;28
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA MERCADOTECNIA;41;23;64;11;7;18;11;8;19;11;8;19
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA RECURSOS HUMANOS;25;27;52;6;3;9;3;5;8;3;5;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN DIRECCIÓN DEL TALENTO;214;115;329;180;98;278;23;12;35;28;7;35
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN DIRECCIÓN DEL TALENTO (MBA);17;7;24;0;1;1;8;7;15;4;5;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN FINANZAS;325;404;729;258;338;596;19;24;43;28;26;54
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN FINANZAS (MBA);41;44;85;3;5;8;8;10;18;5;8;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN HOSPITALIDAD;11;3;14;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN LOGÍSTICA;119;161;280;119;161;280;9;10;19;5;3;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN MERCADOTECNIA;179;158;337;40;26;66;12;25;37;8;4;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN MERCADOTECNIA (MBA);22;14;36;3;0;3;7;6;13;7;1;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;17;22;39;0;1;1;0;1;1;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES DE LA SALUD;23;26;49;13;8;21;37;20;57;2;0;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE PROYECTOS;23;28;51;4;7;11;8;10;18;4;2;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE RECURSOS HUMANOS;69;44;113;23;23;46;18;5;23;6;3;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE RIESGOS;22;38;60;3;6;9;5;8;13;0;2;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE TECNOLOGÍA DE INFORMACIÓN;0;0;0;0;0;0;0;0;0;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE SISTEMAS DE PRODUCTIVIDAD Y CALIDAD;10;4;14;8;2;10;9;10;19;5;2;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍA EDUCATIVA;1;0;1;0;0;0;1;0;1;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DEL CAPITAL HUMANO;229;103;332;86;52;138;3;0;3;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN E INNOVACIÓN DEL TURISMO;28;14;42;12;4;16;1;0;1;8;5;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN EN GESTIÓN Y DESARROLLO DE LA EDUCACIÓN;24;14;38;9;4;13;11;4;15;13;3;16
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN GLOBAL DE NEGOCIOS;6;33;39;6;33;39;1;3;4;1;3;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN NAVAL;0;45;45;0;45;45;0;57;57;0;57;57
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN PÚBLICA;646;733;1379;159;178;337;238;243;481;110;149;259
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y CONSULTORÍA;10;10;20;5;7;12;4;6;10;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y EMPRENDIMIENTO SOCIALES;53;16;69;22;2;24;5;3;8;3;1;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y NEGOCIOS;8;6;14;4;2;6;1;2;3;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y POLÍTICAS PÚBLICAS;42;58;100;14;17;31;10;19;29;8;12;20
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN;315;292;607;32;40;72;94;74;168;31;28;59
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN EMPRESARIAL;42;24;66;13;10;23;14;12;26;12;10;22
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN EN MERCADOTECNIA;15;9;24;10;6;16;6;8;14;6;8;14
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN Y HABILIDADES DIRECTIVAS;27;69;96;11;21;32;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN Y OPERACIÓN LOGÍSTICA;108;75;183;22;21;43;0;1;1;5;5;10
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN AMPARO;30;50;80;16;33;49;89;69;158;7;12;19
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANÁLISIS EXISTENCIAL-FENOMENOLÓGICO;31;11;42;7;1;8;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANÁLISIS Y VISUALIZACIÓN DE DATOS MASIVOS;26;59;85;26;59;85;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANALÍTICA E INTELIGENCIA DE NEGOCIOS;70;144;214;22;41;63;29;74;103;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANTROPOLOGÍA;22;12;34;8;6;14;0;0;0;7;5;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANTROPOLOGÍA FÍSICA;7;4;11;0;0;0;11;5;16;5;9;14
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ANTROPOLOGÍA SOCIAL;37;29;66;21;10;31;29;20;49;25;14;39
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN APRECIACIÓN Y CREACIÓN LITERARIA;15;10;25;5;5;10;2;0;2;3;1;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN APRENDIZAJE, COGNICIÓN Y DESARROLLO EDUCATIVO;129;7;136;129;7;136;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARQUEOLOGÍA;1;1;2;0;0;0;1;2;3;0;2;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARQUITECTURA;75;88;163;37;38;75;0;0;0;27;26;53
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARQUITECTURA DE INTERIORES;5;1;6;0;0;0;3;1;4;2;2;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARQUITECTURA Y DISEÑO SUSTENTABLE;5;2;7;3;0;3;3;0;3;1;2;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTE CINEMATOGRÁFICO;3;5;8;1;1;2;5;1;6;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTE CONTEMPORÁNEO, MERCADOS Y NEGOCIOS;15;5;20;15;5;20;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTE MODERNO Y CONTEMPORÁNEO;32;8;40;7;1;8;11;2;13;6;2;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTE, DECODIFICACIÓN Y ANÁLISIS DE LA IMAGEN VISUAL;10;6;16;4;2;6;4;4;8;5;4;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTES DEL SIGLO XX;3;1;4;1;1;2;0;0;0;0;0;0
