ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
MORELOS;LICENCIATURA EN INFORMÁTICA EMPRESARIAL;0;1;1;0;1;1;1;1;2;1;0;1
MORELOS;LICENCIATURA EN INGENIERÍA CIVIL;16;46;62;6;11;17;1;9;10;1;7;8
MORELOS;LICENCIATURA EN INGENIERÍA ELÉCTRICA-ELECTRÓNICA  ;23;259;282;5;39;44;2;41;43;0;23;23
MORELOS;LICENCIATURA EN INGENIERÍA EN DISEÑO INDUSTRIAL;4;8;12;4;8;12;0;0;0;0;0;0
MORELOS;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;2;29;31;1;12;13;0;0;0;0;0;0
MORELOS;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;28;95;123;16;38;54;2;18;20;1;10;11
MORELOS;LICENCIATURA EN INGENIERÍA FINANCIERA;296;212;508;91;70;161;49;27;76;43;26;69
MORELOS;LICENCIATURA EN INGENIERÍA INDUSTRIAL;101;279;380;41;101;142;18;64;82;7;18;25
MORELOS;LICENCIATURA EN INGENIERÍA INDUSTRIAL EN PRODUCCIÓN;13;50;63;1;3;4;7;0;7;7;0;7
MORELOS;LICENCIATURA EN INGENIERIA INDUSTRIAL Y SISTEMAS DE CALIDAD;4;3;7;0;0;0;2;3;5;0;0;0
MORELOS;LICENCIATURA EN INGENIERIA MECANICA AUTOMOTRIZ;10;173;183;8;99;107;0;0;0;0;0;0
MORELOS;LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ;5;276;281;1;39;40;0;0;0;0;0;0
MORELOS;LICENCIATURA EN INGENIERÍA MECATRÓNICA;21;125;146;7;42;49;1;5;6;2;7;9
MORELOS;LICENCIATURA EN INNOVACIÓN CULINARIA Y GESTIÓN;19;18;37;11;10;21;0;0;0;0;0;0
MORELOS;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;470;82;552;105;26;131;132;17;149;52;1;53
MORELOS;LICENCIATURA EN INTERVENCIÓN PSICOPEDAGÓGICA  ;20;3;23;0;0;0;11;0;11;2;0;2
MORELOS;LICENCIATURA EN INVESTIGACIÓN CRIMINAL;12;8;20;4;3;7;7;5;12;0;0;0
MORELOS;LICENCIATURA EN LETRAS HISPÁNICAS;65;27;92;17;5;22;2;1;3;10;11;21
MORELOS;LICENCIATURA EN MEDIACION Y CONSTRUCCION DE PAZ;13;16;29;9;9;18;5;3;8;0;0;0
MORELOS;LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA;164;175;339;62;51;113;4;13;17;16;23;39
MORELOS;LICENCIATURA EN MÉDICO CIRUJANO;80;62;142;34;25;59;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MERCADOTECNIA;155;125;280;39;32;71;26;14;40;17;13;30
MORELOS;LICENCIATURA EN MERCADOTECNIA Y COMUNICACIÓN;40;10;50;0;0;0;12;1;13;12;1;13
MORELOS;LICENCIATURA EN MERCADOTECNIA Y MEDIOS DIGITALES;31;31;62;13;16;29;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;94;82;176;36;35;71;25;26;51;7;3;10
MORELOS;LICENCIATURA EN MÚSICA;20;96;116;6;27;33;6;10;16;9;23;32
MORELOS;LICENCIATURA EN MÚSICA CON ÁREA TERMINAL EN CANTO;11;3;14;5;2;7;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MÚSICA CON ÁREA TERMINAL EN COMPOSICIÓN;1;7;8;0;0;0;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MÚSICA CON ÁREA TERMINAL EN EDUCACIÓN MUSICAL;4;2;6;0;0;0;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MÚSICA CON ÁREA TERMINAL EN INSTRUMENTO;11;14;25;4;6;10;0;0;0;0;0;0
MORELOS;LICENCIATURA EN MÚSICA CONTEMPORÁNEA Y PRODUCCIÓN   ;4;16;20;4;16;20;0;0;0;0;0;0
MORELOS;LICENCIATURA EN NEGOCIOS GASTRONÓMICOS;19;12;31;0;0;0;7;3;10;7;2;9
MORELOS;LICENCIATURA EN NEGOCIOS INTERNACIONALES;32;19;51;0;0;0;3;2;5;3;2;5
MORELOS;LICENCIATURA EN NUTRICIÓN;1410;473;1883;327;114;441;238;85;323;126;51;177
MORELOS;LICENCIATURA EN PEDAGOGÍA;1355;234;1589;525;94;619;83;13;96;57;10;67
MORELOS;LICENCIATURA EN PEDAGOGÍA DE LA DANZA FOLKLÓRICA MEXICANA;18;11;29;8;4;12;5;1;6;6;1;7
MORELOS;LICENCIATURA EN PEDAGOGÍA Y PROCESOS EDUCATIVOS;5;1;6;0;0;0;3;0;3;0;0;0
MORELOS;LICENCIATURA EN PERIODISMO;0;0;0;0;0;0;2;1;3;1;1;2
MORELOS;LICENCIATURA EN PSICOLOGÍA;2299;768;3067;525;201;726;393;152;545;318;92;410
MORELOS;LICENCIATURA EN PSICOLOGÍA CLÍNICA;36;7;43;10;2;12;2;2;4;0;0;0
MORELOS;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;55;7;62;50;5;55;11;2;13;6;1;7
MORELOS;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;44;26;70;9;6;15;0;0;0;0;0;0
MORELOS;LICENCIATURA EN PSICOLOGÍA SOCIAL;6;2;8;1;0;1;8;1;9;0;1;1
MORELOS;LICENCIATURA EN PSICOPEDAGOGÍA;61;14;75;37;12;49;9;2;11;0;0;0
MORELOS;LICENCIATURA EN RECURSOS HUMANOS;39;17;56;10;4;14;9;4;13;4;1;5
MORELOS;LICENCIATURA EN RELACIONES COMERCIALES;2;0;2;2;0;2;0;0;0;1;0;1
MORELOS;LICENCIATURA EN RELACIONES INDUSTRIALES;5;3;8;0;0;0;0;0;0;2;0;2
MORELOS;LICENCIATURA EN RELACIONES INTERNACIONALES;119;53;172;34;14;48;3;2;5;4;8;12
MORELOS;LICENCIATURA EN RELACIONES PÚBLICAS;105;52;157;29;11;40;7;8;15;8;3;11
MORELOS;LICENCIATURA EN SALUD REPRODUCTIVA Y PARTERIA;15;2;17;0;0;0;10;1;11;0;0;0
MORELOS;LICENCIATURA EN SEGURIDAD CIUDADANA;132;130;262;27;25;52;6;6;12;14;19;33
MORELOS;LICENCIATURA EN SISTEMAS COMPUTACIONALES;5;21;26;1;5;6;0;1;1;0;1;1
MORELOS;LICENCIATURA EN SISTEMAS Y TELEMÁTICA;0;1;1;0;0;0;0;0;0;0;0;0
MORELOS;LICENCIATURA EN SOCIOLOGÍA;44;17;61;13;6;19;1;3;4;4;2;6
MORELOS;LICENCIATURA EN TEATRO;71;45;116;19;7;26;17;8;25;4;2;6
MORELOS;LICENCIATURA EN TECNOLOGÍA CON ÁREA TERMINAL EN ELECTRÓNICA;4;37;41;1;11;12;1;0;1;0;0;0
MORELOS;LICENCIATURA EN TECNOLOGÍA CON ÁREA TERMINAL EN FÍSICA APLICADA;10;30;40;1;9;10;0;0;0;0;0;0
MORELOS;LICENCIATURA EN TEOLOGÍA;1;34;35;0;9;9;0;5;5;1;5;6
MORELOS;LICENCIATURA EN TERAPIA FÍSICA;84;38;122;0;0;0;62;26;88;37;16;53
MORELOS;LICENCIATURA EN TRABAJO SOCIAL;372;77;449;106;24;130;73;6;79;48;4;52
MORELOS;LICENCIATURA EN TRADUCCIÓN E INTERPRETACIÓN;56;10;66;15;2;17;6;0;6;0;0;0
MORELOS;LICENCIATURA EN TURISMO;698;308;1006;150;58;208;46;15;61;23;7;30
MORELOS;LICENCIATURA INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD;1;0;1;0;0;0;0;0;0;0;0;0
MORELOS;LICENCIATURA INTERNACIONAL EN GASTRONOMÍA;1;0;1;0;0;0;0;1;1;0;1;1
MORELOS;MÉDICO CIRUJANO;952;772;1724;113;70;183;114;100;214;148;104;252
MORELOS;QUÍMICO INDUSTRIAL;105;119;224;19;16;35;14;6;20;12;5;17
MORELOS;TRONCO COMÚN EN INGENIERÍA;46;59;105;43;55;98;0;0;0;0;0;0
MORELOS;TRONCO COMÚN EN NEGOCIOS;41;23;64;40;23;63;0;0;0;0;0;0
NAYARIT;TOTAL;24188;19154;43342;6935;5033;11968;4449;2975;7424;3226;2157;5383
NAYARIT;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL;42;5;47;13;3;16;13;0;13;13;0;13
NAYARIT;LICENCIATURA EN EDUCACIÓN FÍSICA;30;61;91;14;26;40;6;13;19;6;13;19
NAYARIT;LICENCIATURA EN EDUCACIÓN PREESCOLAR;401;13;414;100;2;102;67;2;69;66;2;68
NAYARIT;LICENCIATURA EN EDUCACIÓN PRIMARIA;374;179;553;116;50;166;54;24;78;54;24;78
NAYARIT;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA;29;11;40;29;11;40;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;109;34;143;53;13;66;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN LENGUA EXTRANJERA (INGLÉS);31;14;45;20;8;28;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;25;24;49;21;13;34;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;145;124;269;84;64;148;22;16;38;22;16;38
NAYARIT;ARQUITECTO;0;0;0;0;0;0;0;0;0;6;15;21
NAYARIT;ARQUITECTURA;398;443;841;90;131;221;0;0;0;40;52;92
NAYARIT;CIRUJANO DENTISTA;650;332;982;126;44;170;34;39;73;25;24;49
NAYARIT;CONTADOR PÚBLICO Y AUDITOR;50;19;69;12;6;18;2;1;3;1;1;2
NAYARIT;CURSO COMPLEMENTARIO DE LA LICENCIATURA EN ENFERMERÍA;314;89;403;229;64;293;446;91;537;476;111;587
NAYARIT;INGENIERÍA AGRÓNOMO;122;435;557;30;106;136;7;40;47;9;34;43
NAYARIT;INGENIERÍA AMBIENTAL;27;19;46;8;5;13;7;2;9;5;0;5
NAYARIT;INGENIERÍA BIOQUÍMICA;230;158;388;73;34;107;27;10;37;20;11;31
NAYARIT;INGENIERÍA CIVIL;224;842;1066;48;201;249;27;117;144;25;107;132
NAYARIT;INGENIERÍA ELÉCTRICA;15;290;305;5;58;63;3;44;47;4;29;33
NAYARIT;INGENIERÍA ELECTRICISTA;0;0;0;0;0;0;0;0;0;0;1;1
NAYARIT;INGENIERÍA EN ACUICULTURA;20;39;59;7;12;19;1;3;4;0;2;2
NAYARIT;INGENIERÍA EN ADMINISTRACIÓN DE SISTEMAS COMPUTACIONALES;8;48;56;6;23;29;2;4;6;0;3;3
NAYARIT;INGENIERÍA EN AGRICULTURA SUSTENTABLE Y PROTEGIDA;9;42;51;0;0;0;1;10;11;0;0;0
NAYARIT;INGENIERÍA EN AGROBIOTECNOLOGÍA;17;53;70;0;0;0;12;21;33;6;5;11
NAYARIT;INGENIERÍA EN CONTROL Y COMPUTACIÓN;14;106;120;0;20;20;0;10;10;2;11;13
NAYARIT;INGENIERÍA EN DESARROLLO COMUNITARIO;28;15;43;6;3;9;2;2;4;1;1;2
NAYARIT;INGENIERÍA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;119;65;184;0;0;0;86;53;139;82;49;131
NAYARIT;INGENIERÍA EN ELECTRÓNICA;2;99;101;0;24;24;1;18;19;1;10;11
NAYARIT;INGENIERÍA EN ENERGÍAS RENOVABLES;7;35;42;0;0;0;7;19;26;0;0;0
NAYARIT;INGENIERÍA EN GESTIÓN DE PROYECTOS;73;49;122;0;0;0;48;15;63;33;9;42
NAYARIT;INGENIERÍA EN GESTIÓN EMPRESARIAL;450;336;786;122;86;208;61;39;100;42;26;68
NAYARIT;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;19;12;31;5;4;9;3;1;4;1;3;4
NAYARIT;INGENIERÍA EN LOGÍSTICA INTERNACIONAL;110;79;189;0;0;0;65;31;96;57;24;81
NAYARIT;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;6;148;154;0;0;0;7;59;66;5;37;42
NAYARIT;INGENIERÍA EN MECATRÓNICA;50;423;473;12;104;116;8;59;67;6;54;60
NAYARIT;INGENIERÍA EN PROCESOS ALIMENTARIOS;2;2;4;0;0;0;4;0;4;2;0;2
NAYARIT;INGENIERÍA EN QUÍMICA;109;104;213;41;39;80;16;7;23;17;5;22
NAYARIT;INGENIERÍA EN SISTEMAS COMPUTACIONALES;86;434;520;21;137;158;5;45;50;8;37;45
NAYARIT;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN;15;64;79;4;20;24;4;5;9;1;2;3
NAYARIT;INGENIERÍA EN TECNOLOGÍAS BIOALIMENTARIAS;64;30;94;0;0;0;37;16;53;35;13;48
NAYARIT;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;8;43;51;0;0;0;1;12;13;0;0;0
NAYARIT;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;44;166;210;2;10;12;21;58;79;22;56;78
NAYARIT;INGENIERÍA INDUSTRIAL;172;361;533;49;102;151;22;29;51;21;26;47
NAYARIT;INGENIERÍA INDUSTRIAL EN PRODUCCIÓN;0;0;0;0;0;0;0;0;0;0;4;4
NAYARIT;INGENIERÍA MECÁNICA;1;157;158;0;24;24;1;18;19;1;45;46
NAYARIT;INGENIERÍA PESQUERO;17;53;70;8;21;29;2;13;15;1;3;4
NAYARIT;INGENIERÍA QUÍMICA;58;64;122;14;15;29;4;3;7;4;2;6
NAYARIT;LICENCIATURA EN ACUPUNTURA;13;13;26;13;13;26;3;1;4;0;0;0
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN;1116;876;1992;267;223;490;195;117;312;152;95;247
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;336;322;658;147;133;280;95;65;160;28;21;49
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;4;3;7;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN E INNOVACIÓN EMPRESARIAL;0;3;3;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;18;17;35;5;6;11;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN;11;8;19;6;3;9;6;1;7;0;0;0
NAYARIT;LICENCIATURA EN ARQUITECTURA;30;73;103;9;44;53;3;16;19;3;3;6
NAYARIT;LICENCIATURA EN ARTES;22;19;41;8;7;15;7;7;14;5;5;10
NAYARIT;LICENCIATURA EN BIOLOGÍA;160;129;289;45;39;84;18;9;27;18;9;27
NAYARIT;LICENCIATURA EN CIENCIA POLÍTICA;48;55;103;9;16;25;9;10;19;7;3;10
NAYARIT;LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y EL DEPORTE;2;14;16;2;14;16;0;3;3;6;2;8
NAYARIT;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;983;353;1336;292;99;391;90;42;132;60;18;78
NAYARIT;LICENCIATURA EN CIENCIAS FORENSES;25;20;45;9;5;14;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN CIENCIAS FORENSES Y TÉCNICAS PERICIALES;2;2;4;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;44;41;85;15;22;37;14;12;26;8;4;12
NAYARIT;LICENCIATURA EN COMERCIO INTERNACIONAL;35;35;70;18;14;32;12;8;20;2;0;2
NAYARIT;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;23;25;48;10;15;25;5;2;7;2;4;6
NAYARIT;LICENCIATURA EN COMUNICACIÓN Y MEDIO;238;279;517;44;63;107;37;12;49;14;6;20
NAYARIT;LICENCIATURA EN CONTABILIDAD;62;67;129;28;24;52;23;13;36;9;12;21
NAYARIT;LICENCIATURA EN CONTADOR PÚBLICO;53;49;102;24;20;44;16;7;23;11;4;15
NAYARIT;LICENCIATURA EN CONTADURÍA;1212;819;2031;311;223;534;208;116;324;131;79;210
NAYARIT;LICENCIATURA EN CONTADURÍA FISCAL Y FINANZAS;12;16;28;0;1;1;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN CONTADURÍA PÚBLICA;37;21;58;19;10;29;8;6;14;0;0;0
NAYARIT;LICENCIATURA EN CONTADURÍA PÚBLICA Y AUDITOR;35;36;71;11;8;19;7;9;16;7;10;17
NAYARIT;LICENCIATURA EN CONTADURÍA Y FINANZAS;2;4;6;2;1;3;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN CRIMINALÍSTICA;140;131;271;58;46;104;35;18;53;0;0;0
NAYARIT;LICENCIATURA EN CRIMINOLOGÍA;101;70;171;50;40;90;28;24;52;7;7;14
NAYARIT;LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA;22;11;33;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN CULTURA FÍSICA Y DEPORTES;110;371;481;29;79;108;11;21;32;8;16;24
NAYARIT;LICENCIATURA EN DANZA REGIONAL;53;37;90;5;4;9;19;14;33;25;6;31
NAYARIT;LICENCIATURA EN DANZA REGIONAL MEXICANA;227;175;402;57;45;102;30;26;56;33;30;63
NAYARIT;LICENCIATURA EN DERECHO;2276;1940;4216;605;492;1097;404;371;775;244;219;463
NAYARIT;LICENCIATURA EN DESARROLLO REGIONAL;5;0;5;2;0;2;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN DESARROLLO TURÍSTICO SUSTENTABLE;12;8;20;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN DISEÑO DE MODAS;5;3;8;0;0;0;7;2;9;1;0;1
NAYARIT;LICENCIATURA EN DISEÑO GRÁFICO;96;108;204;33;47;80;13;12;25;8;6;14
NAYARIT;LICENCIATURA EN DISEÑO GRÁFICO Y VISUAL;5;6;11;0;0;0;3;0;3;1;3;4
NAYARIT;LICENCIATURA EN DOCENCIA;56;12;68;28;3;31;9;3;12;3;2;5
NAYARIT;LICENCIATURA EN DOCENCIA DE DANZA FOLKLÓRICA MEXICANA  ;66;44;110;33;25;58;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ECONOMÍA;50;52;102;10;10;20;1;3;4;3;2;5
NAYARIT;LICENCIATURA EN EDUCACIÓN;130;37;167;9;1;10;45;12;57;45;8;53
NAYARIT;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;215;154;369;83;53;136;31;29;60;30;29;59
NAYARIT;LICENCIATURA EN EDUCACIÓN BILINGÜE;8;2;10;8;2;10;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN EN ÁREA DE CIENCIAS SOCIALES;44;38;82;15;10;25;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN EN EL ÁREA DE ESPAÑOL Y LITERATURA;43;17;60;8;3;11;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN EN EL ÁREA DE INGLÉS  ;42;18;60;3;3;6;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN EN EL ÁREA DE MATEMÁTICAS;20;18;38;5;7;12;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN FÍSICA;19;55;74;5;23;28;4;12;16;3;16;19
NAYARIT;LICENCIATURA EN EDUCACIÓN FÍSICA Y DEPORTE;21;89;110;3;8;11;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN INFANTIL;166;8;174;46;4;50;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN EDUCACIÓN PREESCOLAR Y PRIMARIA EN EL MEDIO INDÍGENA;282;150;432;0;0;0;0;0;0;15;10;25
NAYARIT;LICENCIATURA EN ENFERMERÍA;2803;911;3714;1095;387;1482;539;201;740;240;75;315
NAYARIT;LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA;629;201;830;184;60;244;169;49;218;212;69;281
NAYARIT;LICENCIATURA EN ENFERMERIA Y REHABILITACION;35;10;45;20;7;27;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ENSEÑANZA DE LA DANZA CON ESPECIALIDAD EN DANZA REGIONAL MEXICANA;38;22;60;7;6;13;7;2;9;8;2;10
NAYARIT;LICENCIATURA EN ENSEÑANZA DEL INGLÉS;17;3;20;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ENTRENAMIENTO DEPORTIVO;7;21;28;1;9;10;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ESTUDIOS COREANOS;40;10;50;20;6;26;2;1;3;1;1;2
NAYARIT;LICENCIATURA EN FILOSOFÍA;17;29;46;5;4;9;2;2;4;2;1;3
NAYARIT;LICENCIATURA EN FISIOTERAPIA;268;182;450;114;90;204;50;21;71;10;3;13
NAYARIT;LICENCIATURA EN FORMACIÓN DOCENTE;27;6;33;8;0;8;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN GASTRONOMÍA;372;371;743;69;60;129;125;120;245;52;40;92
NAYARIT;LICENCIATURA EN GESTIÓN DEL CAPITAL HUMANO;60;24;84;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN GESTIÓN EMPRESARIAL;29;21;50;5;8;13;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO;221;121;342;0;0;0;102;47;149;52;17;69
NAYARIT;LICENCIATURA EN HOMEOPATÍA;10;4;14;10;4;14;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN INFORMÁTICA;34;102;136;3;13;16;5;8;13;3;4;7
NAYARIT;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;31;49;80;7;14;21;9;10;19;7;4;11
NAYARIT;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTÉCNIA   ;42;27;69;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN INNOVACIÓN EDUCATIVA;55;54;109;31;28;59;15;12;27;6;5;11
NAYARIT;LICENCIATURA EN INNOVACION Y GESTION TURISTICA;7;3;10;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN LINGÜÍSTICA APLICADA;68;38;106;13;8;21;4;1;5;4;0;4
NAYARIT;LICENCIATURA EN MATEMÁTICAS;37;54;91;10;16;26;6;5;11;15;11;26
NAYARIT;LICENCIATURA EN MEDICINA GENERAL INTEGRAL;225;165;390;75;49;124;14;12;26;6;6;12
NAYARIT;LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA;96;135;231;12;24;36;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN MERCADOTECNIA;200;208;408;38;41;79;25;20;45;17;14;31
NAYARIT;LICENCIATURA EN MÚSICA;24;71;95;7;14;21;1;4;5;0;1;1
NAYARIT;LICENCIATURA EN NEGOCIOS INTERNACIONALES;174;120;294;35;28;63;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN NUTRICIÓN;905;323;1228;220;95;315;121;38;159;109;28;137
NAYARIT;LICENCIATURA EN NUTRICIÓN Y DIETÉTICA;15;1;16;10;1;11;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN ODONTOLOGÍA;141;72;213;47;17;64;15;11;26;6;2;8
NAYARIT;LICENCIATURA EN PEDAGOGÍA;187;67;254;95;35;130;12;1;13;1;0;1
NAYARIT;LICENCIATURA EN PERIODISMO;2;4;6;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN PROCESO DOCENTE EDUCATIVO;26;12;38;0;0;0;15;2;17;0;0;0
NAYARIT;LICENCIATURA EN PROCESOS DE INNOVACIÓN EDUCATIVA;105;28;133;60;16;76;7;1;8;10;2;12
NAYARIT;LICENCIATURA EN PSICOLOGÍA;1233;465;1698;349;142;491;213;57;270;167;47;214
NAYARIT;LICENCIATURA EN PSICOLOGÍA CON ENFOQUE EDUCATIVO;1;0;1;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;103;45;148;49;22;71;18;5;23;3;4;7
NAYARIT;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;2;3;5;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN PSICOTERAPIA;6;2;8;3;1;4;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN PUERICULTURA;3;0;3;3;0;3;2;2;4;0;0;0
NAYARIT;LICENCIATURA EN RADIOLOGÍA;149;194;343;81;117;198;32;34;66;26;36;62
NAYARIT;LICENCIATURA EN RADIOLOGÍA E IMAGENOLOGÍA;103;131;234;49;63;112;36;45;81;21;34;55
NAYARIT;LICENCIATURA EN RECURSOS HUMANOS;4;0;4;0;0;0;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN SEGURIDAD;14;58;72;9;17;26;5;15;20;0;21;21
NAYARIT;LICENCIATURA EN SEGURIDAD PÚBLICA Y CIENCIAS FORENSES;94;213;307;0;0;0;46;117;163;38;73;111
NAYARIT;LICENCIATURA EN SISTEMAS COMPUTACIONALES;16;136;152;2;30;32;0;6;6;0;4;4
NAYARIT;LICENCIATURA EN TERAPIA FÍSICA;99;35;134;0;0;0;17;4;21;0;0;0
NAYARIT;LICENCIATURA EN TERAPIA FÍSICA Y REHABILITACIÓN;24;16;40;19;10;29;1;1;2;0;0;0
NAYARIT;LICENCIATURA EN TRABAJO SOCIAL;331;23;354;96;3;99;115;3;118;70;5;75
NAYARIT;LICENCIATURA EN TRABAJO SOCIAL Y DESARROLLO HUMANO;23;0;23;10;0;10;0;0;0;0;0;0
NAYARIT;LICENCIATURA EN TURISMO;196;129;325;52;30;82;51;19;70;15;9;24
NAYARIT;LICENCIATURA QUÍMICO FARMACOBIÓLOGO;485;351;836;97;57;154;42;45;87;33;46;79
NAYARIT;MÉDICO CIRUJANO;646;549;1195;95;62;157;70;74;144;70;77;147
NAYARIT;MÉDICO VETERINARIO ZOOTECNISTA;248;363;611;63;48;111;24;28;52;13;20;33
NUEVO LEÓN;TOTAL;115600;116072;231672;24585;23656;48241;16466;15520;31986;12324;11724;24048
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN AUDITIVA Y DE LENGUAJE;54;8;62;0;0;0;21;1;22;21;1;22
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL;66;4;70;0;0;0;20;2;22;20;2;22
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN MOTRIZ;36;1;37;0;0;0;18;2;20;18;2;20
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN VISUAL;23;0;23;0;0;0;16;0;16;16;0;16
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN FÍSICA;20;25;45;0;0;0;2;9;11;0;0;0
NUEVO LEÓN;LICENCIATURA EN EDUCACIÓN PREESCOLAR;1241;8;1249;209;1;210;258;4;262;142;2;144
