ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
COAHUILA;INGENIERÍA EN ENERGÍAS ALTERNATIVAS;5;13;18;1;5;6;0;0;0;0;0;0
COAHUILA;INGENIERÍA EN ENERGÍAS RENOVABLES;191;278;469;30;60;90;7;18;25;4;25;29
COAHUILA;INGENIERÍA EN GESTIÓN DE PROCESOS INDUSTRIALES;3;14;17;3;14;17;0;0;0;0;0;0
COAHUILA;INGENIERÍA EN GESTIÓN EMPRESARIAL;2901;1195;4096;578;280;858;503;197;700;403;162;565
COAHUILA;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;76;28;104;18;4;22;9;5;14;10;1;11
COAHUILA;INGENIERÍA EN INFORMÁTICA;31;53;84;5;14;19;13;25;38;10;25;35
COAHUILA;INGENIERÍA EN LOGÍSTICA;81;84;165;12;30;42;8;12;20;4;0;4
COAHUILA;INGENIERÍA EN LOGÍSTICA INTERNACIONAL;40;19;59;0;0;0;9;2;11;1;1;2
COAHUILA;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;106;586;692;0;0;0;10;136;146;24;247;271
COAHUILA;INGENIERÍA EN MATERIALES;296;326;622;49;62;111;42;47;89;32;40;72
COAHUILA;INGENIERÍA EN MECATRÓNICA;226;1555;1781;29;141;170;53;544;597;59;559;618
COAHUILA;INGENIERÍA EN METAL MECÁNICA;11;90;101;0;0;0;3;28;31;3;28;31
COAHUILA;INGENIERÍA EN METROLOGÍA INDUSTRIAL;44;63;107;18;24;42;20;18;38;4;6;10
COAHUILA;INGENIERÍA EN MINERÍA;21;26;47;0;0;0;0;0;0;0;0;0
COAHUILA;INGENIERÍA EN NANOTECNOLOGÍA;3;11;14;0;0;0;4;16;20;4;16;20
COAHUILA;INGENIERÍA EN PROCESOS AMBIENTALES;115;78;193;35;23;58;13;8;21;12;5;17
COAHUILA;INGENIERÍA EN PROCESOS DE MANUFACTURA;68;155;223;35;80;115;7;11;18;0;0;0
COAHUILA;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;67;124;191;0;0;0;37;81;118;37;81;118
COAHUILA;INGENIERÍA EN RECURSOS MINERALES Y ENERGÉTICOS;35;67;102;5;8;13;8;25;33;11;28;39
COAHUILA;INGENIERÍA EN SEGURIDAD AMBIENTAL SUSTENTABLE;16;7;23;0;0;0;12;3;15;12;3;15
COAHUILA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;429;1137;1566;123;291;414;64;124;188;62;108;170
COAHUILA;INGENIERÍA EN SISTEMAS COMPUTACIONALES Y ADMINISTRACIÓN DE EMPRESAS;8;6;14;5;3;8;0;1;1;0;1;1
COAHUILA;INGENIERÍA EN SISTEMAS PRODUCTIVOS;63;95;158;0;0;0;36;41;77;29;63;92
COAHUILA;INGENIERÍA EN SISTEMAS Y PRODUCTIVIDAD INDUSTRIAL;35;59;94;10;12;22;2;10;12;1;5;6
COAHUILA;INGENIERÍA EN TECNOLOGÍA AMBIENTAL;97;58;155;37;20;57;22;15;37;28;16;44
COAHUILA;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y LA COMUNICACIÓN;35;80;115;20;27;47;19;31;50;13;18;31
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN;0;0;0;0;0;0;0;2;2;0;5;5
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES;0;1;1;0;0;0;0;1;1;0;1;1
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;46;73;119;0;0;0;49;53;102;49;53;102
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;23;29;52;8;15;23;3;6;9;7;6;13
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE LA PRODUCCIÓN;120;133;253;0;0;0;62;39;101;62;39;101
COAHUILA;INGENIERÍA EN TECNOLOGÍAS DE MANUFACTURA;220;419;639;96;186;282;27;40;67;9;11;20
COAHUILA;INGENIERÍA FÍSICA;46;93;139;10;39;49;2;6;8;2;3;5
COAHUILA;INGENIERÍA FORESTAL;63;150;213;22;40;62;17;23;40;16;29;45
COAHUILA;INGENIERÍA HIDROLÓGICA;18;29;47;1;9;10;0;0;0;0;0;0
COAHUILA;INGENIERÍA INDUSTRIAL;1933;3698;5631;445;879;1324;227;391;618;177;308;485
COAHUILA;INGENIERÍA INDUSTRIAL CON ACENTUACIÓN EN CALIDAD Y PRODUCTIVIDAD;10;28;38;10;28;38;6;15;21;5;12;17
COAHUILA;INGENIERÍA INDUSTRIAL EN CALIDAD;18;45;63;4;11;15;1;4;5;1;1;2
COAHUILA;INGENIERÍA INDUSTRIAL EN MANUFACTURA;37;78;115;9;34;43;4;17;21;1;1;2
COAHUILA;INGENIERÍA INDUSTRIAL Y ADMINISTRACIÓN DE EMPRESAS;4;23;27;3;13;16;0;1;1;0;2;2
COAHUILA;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;820;1866;2686;176;379;555;119;262;381;67;151;218
COAHUILA;INGENIERÍA INFORMÁTICA;53;106;159;14;32;46;24;23;47;10;14;24
COAHUILA;INGENIERÍA MECÁNICA;84;784;868;21;177;198;15;109;124;10;70;80
COAHUILA;INGENIERÍA MECÁNICA ELÉCTRICA;18;329;347;1;45;46;1;42;43;4;58;62
COAHUILA;INGENIERÍA MECÁNICA EN PROCESOS DE INYECCIÓN;0;5;5;0;5;5;0;0;0;0;0;0
COAHUILA;INGENIERÍA MECÁNICO ADMINISTRADOR;75;258;333;11;30;41;12;50;62;10;76;86
COAHUILA;INGENIERÍA MECÁNICO AGRÍCOLA;15;152;167;6;56;62;18;20;38;0;6;6
COAHUILA;INGENIERÍA MECÁNICO ELECTRICISTA;71;552;623;21;125;146;3;58;61;4;44;48
COAHUILA;INGENIERÍA MECÁNICO EN PROCESOS DE INYECCIÓN;30;135;165;6;29;35;5;43;48;4;13;17
COAHUILA;INGENIERÍA MECATRÓNICA;239;1594;1833;39;270;309;28;170;198;25;113;138
COAHUILA;INGENIERÍA PETROLERA;55;96;151;17;23;40;0;0;0;0;0;0
COAHUILA;INGENIERÍA QUÍMICA;0;0;0;0;0;0;0;0;0;2;7;9
COAHUILA;INGENIERÍA QUÍMICO;212;237;449;50;49;99;23;25;48;22;39;61
COAHUILA;INGENIERÍA QUÍMICO METALURGISTA Y MATERIALES;145;247;392;30;62;92;27;30;57;31;39;70
COAHUILA;INGENIERO AUTOMOTRIZ;34;369;403;9;99;108;1;3;4;0;0;0
COAHUILA;INGENIERO EN BIOTECNOLOGÍA;88;80;168;43;22;65;0;0;0;0;0;0
COAHUILA;INGENIERO EN CIENCIAS AGRARIAS;51;138;189;17;40;57;0;0;0;0;0;0
COAHUILA;INGENIERO INDUSTRIAL ADMINISTRADOR;0;0;0;0;0;0;2;2;4;1;0;1
COAHUILA;INGENIERO INDUSTRIAL Y DE SISTEMAS;23;114;137;14;74;88;3;11;14;2;3;5
COAHUILA;LICENCIADO EN ADMINISTRACIÓN DE EMPRESAS;34;36;70;27;25;52;0;0;0;0;0;0
COAHUILA;LICENCIADO EN COMERCIO EXTERIOR Y ADUANAS;253;118;371;105;36;141;0;0;0;0;0;0
COAHUILA;LICENCIADO EN COMUNICACIÓN EN PRODUCCIÓN DE MEDIOS;98;97;195;16;23;39;0;0;0;0;0;0
COAHUILA;LICENCIADO EN DERECHO;240;134;374;97;61;158;31;18;49;17;7;24
COAHUILA;LICENCIADO EN EDUCACIÓN;17;6;23;11;3;14;2;0;2;2;0;2
COAHUILA;LICENCIADO EN ENFERMERÍA;190;62;252;33;9;42;24;5;29;18;5;23
COAHUILA;LICENCIADO EN NEGOCIOS INTERNACIONALES;4;1;5;4;1;5;2;0;2;3;1;4
COAHUILA;LICENCIADO EN PSICOLOGÍA;271;71;342;146;36;182;51;8;59;0;0;0
COAHUILA;LICENCIADO EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA ;3;1;4;3;1;4;0;0;0;1;2;3
COAHUILA;LICENCIATURA EJECUTIVA EN SEGURIDAD PÚBLICA;0;2;2;0;2;2;4;5;9;4;5;9
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN;716;582;1298;246;237;483;422;237;659;85;35;120
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;3270;2149;5419;1032;711;1743;537;285;822;409;217;626
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ACENTUACIÓN EN COMERCIALIZACIÓN;377;242;619;65;59;124;74;23;97;40;21;61
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ACENTUACIÓN EN PRODUCCIÓN;158;85;243;36;22;58;23;10;33;13;7;20
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;189;59;248;37;20;57;41;16;57;19;7;26
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS DE LA HOSPITALIDAD;38;7;45;9;4;13;6;1;7;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;57;61;118;19;20;39;7;2;9;3;1;4
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE RECURSOS HUMANOS;926;237;1163;253;50;303;132;36;168;111;50;161
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;0;3;3;0;3;3;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN DEL TRANSPORTE;0;5;5;0;5;5;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN ESTRATÉGICA;43;33;76;18;6;24;40;18;58;1;4;5
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN FINANCIERA;154;168;322;28;30;58;18;17;35;13;15;28
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN FISCAL;182;135;317;31;33;64;37;14;51;12;8;20
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y DESARROLLO EMPRESARIAL;2;0;2;1;0;1;2;0;2;2;0;2
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN EMPRESARIAL;37;28;65;19;14;33;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y ESTRATEGIA DE NEGOCIOS;15;14;29;15;14;29;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y FINANZAS;33;29;62;0;0;0;10;8;18;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN EMPRESARIAL;36;31;67;8;10;18;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y MERCADOTECNIA;60;39;99;20;12;32;14;5;19;15;4;19
COAHUILA;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;5;8;13;0;1;1;2;0;2;0;0;0
COAHUILA;LICENCIATURA EN ARQUITECTURA;384;467;851;131;177;308;32;41;73;17;20;37
COAHUILA;LICENCIATURA EN ARTES ESCÉNICAS Y GESTIÓN CULTURAL;38;17;55;11;6;17;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN ARTES PLÁSTICAS;73;43;116;28;13;41;11;6;17;3;4;7
COAHUILA;LICENCIATURA EN CIENCIAS APLICADAS A LA PREVENCIÓN Y COMBATE DE SINIESTROS;2;12;14;1;8;9;3;11;14;0;0;0
COAHUILA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;262;233;495;49;63;112;80;38;118;76;33;109
COAHUILA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN ORGANIZACIONAL Y RELACIONES PUBLICAS;90;45;135;16;8;24;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;437;78;515;142;34;176;68;9;77;83;12;95
COAHUILA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN INFANTIL;32;0;32;9;0;9;2;0;2;2;0;2
COAHUILA;LICENCIATURA EN CIENCIAS EDUCATIVAS;0;0;0;0;0;0;2;1;3;0;0;0
COAHUILA;LICENCIATURA EN CIENCIAS JURÍDICAS Y DERECHO;0;1;1;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;47;51;98;13;14;27;9;2;11;2;2;4
COAHUILA;LICENCIATURA EN CIENCIAS POLÍTICAS Y GESTIÓN PÚBLICA;2;1;3;0;0;0;2;0;2;2;0;2
COAHUILA;LICENCIATURA EN CIENCIAS QUÍMICAS;99;44;143;28;10;38;19;8;27;14;2;16
COAHUILA;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;65;53;118;24;23;47;17;9;26;5;10;15
COAHUILA;LICENCIATURA EN CIENCIAS Y TÉCNICAS EDUCATIVAS;2;2;4;0;2;2;2;0;2;1;0;1
COAHUILA;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;57;60;117;10;15;25;4;8;12;6;8;14
COAHUILA;LICENCIATURA EN COMERCIO INTERNACIONAL;585;449;1034;178;145;323;95;71;166;89;41;130
COAHUILA;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADMINISTRACIÓN DE EMPRESAS;11;4;15;3;2;5;1;0;1;2;0;2
COAHUILA;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;953;558;1511;403;252;655;222;110;332;125;46;171
COAHUILA;LICENCIATURA EN COMERCIO INTERNACIONAL Y LOGÍSTICA;18;17;35;13;15;28;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN COMERCIO Y NEGOCIOS INTERNACIONALES;57;36;93;31;21;52;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN COMUNICACIÓN;191;155;346;57;55;112;44;29;73;16;17;33
COAHUILA;LICENCIATURA EN COMUNICACIÓN AUDIOVISUAL Y MULTIMEDIA ;4;6;10;4;6;10;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN COMUNICACIÓN E IMAGEN PÚBLICA;25;18;43;0;0;0;8;6;14;11;6;17
COAHUILA;LICENCIATURA EN COMUNICACIÓN Y PERIODISMO;64;64;128;14;19;33;7;7;14;6;4;10
COAHUILA;LICENCIATURA EN COMUNICACIONES Y ADMINISTRACIÓN DE EMPRESAS;1;4;5;1;2;3;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CONSEJERÍA FAMILIAR;14;4;18;1;0;1;3;1;4;0;0;0
COAHUILA;LICENCIATURA EN CONTADOR PÚBLICO;60;45;105;13;9;22;7;2;9;7;4;11
COAHUILA;LICENCIATURA EN CONTADOR PÚBLICO Y AUDITOR;124;60;184;49;32;81;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CONTADURÍA;75;58;133;14;12;26;27;15;42;1;2;3
COAHUILA;LICENCIATURA EN CONTADURÍA PÚBLICA;1880;1149;3029;526;334;860;331;183;514;279;151;430
COAHUILA;LICENCIATURA EN CONTADURÍA PÚBLICA Y CONSULTORÍA DE NEGOCIOS;46;64;110;10;15;25;10;4;14;8;5;13
COAHUILA;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;4;1;5;4;1;5;0;0;0;2;2;4
COAHUILA;LICENCIATURA EN CREACIÓN Y DESARROLLO DE EMPRESAS;5;15;20;0;0;0;1;0;1;1;0;1
COAHUILA;LICENCIATURA EN CREATIVIDAD TECNOLÓGICA;12;39;51;7;22;29;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CREATIVIDAD VISUAL Y NUEVOS MEDIOS  ;5;2;7;4;2;6;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN CRIMINOLOGÍA;792;627;1419;365;272;637;100;59;159;16;9;25
COAHUILA;LICENCIATURA EN CRIMINOLOGÍA Y CIENCIAS FORENSES;83;130;213;57;70;127;26;12;38;0;0;0
COAHUILA;LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA;36;18;54;20;13;33;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN DANZA CONTEMPORÁNEA;10;6;16;4;4;8;3;1;4;0;0;0
COAHUILA;LICENCIATURA EN DERECHO;3870;2924;6794;1284;1009;2293;562;465;1027;348;325;673
COAHUILA;LICENCIATURA EN DERECHO CON ACENTUACIÓN EN AMÉRICA DEL NORTE;20;15;35;3;3;6;6;1;7;5;1;6
COAHUILA;LICENCIATURA EN DERECHO Y CIENCIAS JURÍDICAS;66;53;119;36;32;68;12;19;31;16;15;31
COAHUILA;LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES;4;4;8;2;1;3;2;1;3;1;0;1
COAHUILA;LICENCIATURA EN DERECHO Y ECONOMÍA;4;11;15;4;7;11;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN DESARROLLO E INNOVACIÓN EDUCATIVA;39;0;39;13;0;13;13;0;13;11;0;11
COAHUILA;LICENCIATURA EN DIRECCIÓN COMERCIAL Y MERCADOTECNIA;44;28;72;10;3;13;8;3;11;3;2;5
COAHUILA;LICENCIATURA EN DIRECCIÓN DE EMPRESAS GASTRONÓMICAS;5;2;7;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN DIRECCIÓN DE VENTAS Y ADMINISTRACIÓN;2;0;2;2;0;2;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN DISEÑO DE INTERIORES;21;2;23;10;0;10;6;0;6;0;0;0
COAHUILA;LICENCIATURA EN DISEÑO DE LA MODA E INDUSTRIA DEL VESTIDO;8;0;8;0;0;0;9;0;9;9;0;9
COAHUILA;LICENCIATURA EN DISEÑO DIGITAL;2;1;3;2;1;3;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO;52;8;60;23;4;27;2;0;2;5;0;5
COAHUILA;LICENCIATURA EN DISEÑO GRÁFICO;379;293;672;120;105;225;71;27;98;33;15;48
COAHUILA;LICENCIATURA EN DISEÑO GRÁFICO DIGITAL;46;37;83;23;14;37;7;8;15;12;4;16
COAHUILA;LICENCIATURA EN DISEÑO GRÁFICO Y ANIMACIÓN;34;34;68;12;13;25;6;10;16;6;8;14
COAHUILA;LICENCIATURA EN DISEÑO GRÁFICO Y MULTIMEDIA;25;33;58;0;0;0;6;9;15;4;2;6
COAHUILA;LICENCIATURA EN DISEÑO GRÁFICO Y PUBLICITARIO;9;12;21;2;4;6;0;0;0;2;2;4
COAHUILA;LICENCIATURA EN DISEÑO INDUSTRIAL;198;57;255;40;11;51;37;7;44;18;6;24
COAHUILA;LICENCIATURA EN DISEÑO Y COMUNICACIÓN GRÁFICA;24;19;43;10;7;17;6;0;6;0;1;1
COAHUILA;LICENCIATURA EN DISEÑO Y DECORACIÓN DE INTERIORES;7;1;8;0;0;0;6;2;8;2;0;2
COAHUILA;LICENCIATURA EN DISEÑO Y MERCADOTECNIA EN MODAS;26;4;30;7;2;9;5;0;5;4;0;4
COAHUILA;LICENCIATURA EN ECONOMÍA;108;114;222;39;32;71;15;15;30;12;12;24
COAHUILA;LICENCIATURA EN ECONOMÍA AGRÍCOLA Y AGRONEGOCIOS;53;43;96;18;13;31;4;9;13;2;7;9
COAHUILA;LICENCIATURA EN ECONOMÍA Y FINANZAS;3;1;4;3;1;4;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN;1193;181;1374;563;93;656;259;27;286;180;14;194
COAHUILA;LICENCIATURA EN EDUCACIÓN E INNOVACIÓN PEDAGÓGICA;493;25;518;458;16;474;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN INICIAL Y PREESCOLAR;12;1;13;6;0;6;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN MEDIA SUPERIOR;2;0;2;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN MUSICAL;6;14;20;2;4;6;0;2;2;1;2;3
COAHUILA;LICENCIATURA EN EDUCACIÓN SECUNDARIA;6;5;11;2;4;6;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN Y GESTIÓN DE INSTITUCIONES EDUCATIVAS;71;3;74;34;2;36;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN EDUCACIÓN Y PRACTICA DOCENTE;31;1;32;6;0;6;5;0;5;2;0;2
COAHUILA;LICENCIATURA EN ENFERMERÍA;1932;541;2473;689;184;873;283;80;363;229;65;294
COAHUILA;LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA;331;100;431;154;45;199;43;18;61;50;18;68
COAHUILA;LICENCIATURA EN EXPRESIÓN ARTÍSTICA;22;27;49;10;14;24;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN FILOSOFÍA;1;48;49;1;14;15;0;15;15;0;15;15
COAHUILA;LICENCIATURA EN FISIOTERAPIA;183;73;256;56;30;86;34;10;44;55;23;78
COAHUILA;LICENCIATURA EN FOTOGRAFÍA PROFESIONAL;12;5;17;6;5;11;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN GASTRONOMÍA;295;292;587;146;164;310;66;41;107;3;0;3
COAHUILA;LICENCIATURA EN GERONTOLOGÍA SOCIAL;3;0;3;3;0;3;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN GESTIÓN DE NEGOCIOS Y PROYECTOS   ;42;28;70;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN GESTIÓN TURÍSTICA;59;16;75;41;13;54;26;11;37;0;0;0
COAHUILA;LICENCIATURA EN GESTIÓN Y ADMINISTRACIÓN DE PYMES;88;38;126;51;18;69;0;0;0;1;0;1
COAHUILA;LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO;4;4;8;0;0;0;1;0;1;1;0;1
COAHUILA;LICENCIATURA EN HISTORIA;58;45;103;12;17;29;8;9;17;2;1;3
COAHUILA;LICENCIATURA EN IDIOMA INGLÉS;4;6;10;4;6;10;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN IDIOMAS;117;40;157;45;10;55;20;9;29;2;0;2
COAHUILA;LICENCIATURA EN IDIOMAS Y RELACIONES PÚBLICAS;129;28;157;49;13;62;8;2;10;3;1;4
COAHUILA;LICENCIATURA EN INFORMÁTICA;2;2;4;0;0;0;0;0;0;4;4;8
COAHUILA;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;32;67;99;19;42;61;91;52;143;0;0;0
COAHUILA;LICENCIATURA EN INGENIERÍA AMBIENTAL Y SEGURIDAD INDUSTRIAL;11;8;19;3;2;5;4;2;6;2;1;3
COAHUILA;LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA;36;305;341;10;71;81;2;23;25;2;17;19
COAHUILA;LICENCIATURA EN INGENIERÍA ELECTRÓNICA;16;100;116;4;33;37;3;7;10;0;1;1
COAHUILA;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES;27;109;136;8;41;49;6;37;43;6;37;43
COAHUILA;LICENCIATURA EN INGENIERÍA EN BIONEGOCIOS;29;12;41;0;0;0;2;2;4;2;2;4
COAHUILA;LICENCIATURA EN INGENIERÍA EN ELÉCTRICA;38;269;307;5;32;37;7;63;70;8;82;90
COAHUILA;LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA;46;224;270;5;29;34;12;40;52;8;47;55
COAHUILA;LICENCIATURA EN INGENIERÍA EN GESTIÓN DE PROYECTOS;91;34;125;0;0;0;53;19;72;53;19;72
COAHUILA;LICENCIATURA EN INGENIERÍA EN LOGÍSTICA;117;91;208;36;17;53;15;11;26;4;5;9
COAHUILA;LICENCIATURA EN INGENIERÍA EN MANTENIMIENTO INDUSTRIAL  ;25;131;156;0;0;0;7;38;45;4;30;34
COAHUILA;LICENCIATURA EN INGENIERÍA EN MANUFACTURA Y ROBÓTICA ;1;4;5;1;4;5;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;31;163;194;12;42;54;9;35;44;4;39;43
COAHUILA;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;265;866;1131;62;182;244;38;100;138;48;88;136
COAHUILA;LICENCIATURA EN INGENIERÍA EN SISTEMAS DE INFORMACIÓN;7;35;42;2;12;14;0;7;7;2;2;4
COAHUILA;LICENCIATURA EN INGENIERÍA EN SISTEMAS PRODUCTIVOS;112;89;201;0;0;0;36;34;70;34;34;68
COAHUILA;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍA AMBIENTAL;69;61;130;21;17;38;27;26;53;27;26;53
COAHUILA;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;24;72;96;0;0;0;12;31;43;12;31;43
COAHUILA;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;20;41;61;0;0;0;9;21;30;7;19;26
COAHUILA;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y NEGOCIOS;1;3;4;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN INGENIERÍA INDUSTRIAL;937;1330;2267;171;228;399;123;179;302;132;150;282
COAHUILA;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;784;1693;2477;200;501;701;264;589;853;239;413;652
COAHUILA;LICENCIATURA EN INGENIERÍA MECÁNICA;28;247;275;8;27;35;1;28;29;3;43;46
COAHUILA;LICENCIATURA EN INGENIERÍA MECÁNICA Y ELÉCTRICA;0;0;0;0;0;0;0;0;0;0;1;1
COAHUILA;LICENCIATURA EN INGENIERÍA MECÁNICA Y MATERIALES;0;26;26;0;1;1;1;2;3;5;3;8
COAHUILA;LICENCIATURA EN INGENIERÍA MECATRÓNICA;199;1216;1415;47;195;242;27;170;197;33;224;257
COAHUILA;LICENCIATURA EN INGENIERÍA QUÍMICA;575;428;1003;75;64;139;81;41;122;103;55;158
COAHUILA;LICENCIATURA EN INGENIERÍA Y SISTEMAS COMPUTACIONALES;5;22;27;0;0;0;4;6;10;2;4;6
COAHUILA;LICENCIATURA EN INGENIERO EN TECNOLOGÍAS COMPUTACIONALES;28;184;212;16;114;130;21;22;43;0;0;0
COAHUILA;LICENCIATURA EN INGENIERO INDUSTRIAL  Y DE SISTEMAS;128;410;538;88;249;337;42;138;180;0;0;0
COAHUILA;LICENCIATURA EN INGENIERO INDUSTRIAL ADMINISTRADOR;14;27;41;0;23;23;3;11;14;3;11;14
COAHUILA;LICENCIATURA EN INGENIERO INDUSTRIAL ADMINISTRATIVO;14;27;41;0;23;23;3;11;14;3;11;14
COAHUILA;LICENCIATURA EN INGENIERO INDUSTRIAL Y DE MANUFACTURA;22;111;133;15;80;95;15;55;70;5;50;55
COAHUILA;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTECNIA  ;4;5;9;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTECNIA   ;53;24;77;0;0;0;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN INNOVACIÓN Y DIRECCIÓN DE NEGOCIOS;23;30;53;0;0;0;21;9;30;21;9;30
COAHUILA;LICENCIATURA EN LETRAS ESPAÑOLAS;60;30;90;22;12;34;10;4;14;16;9;25
COAHUILA;LICENCIATURA EN LOGÍSTICA EMPRESARIAL;25;19;44;15;11;26;0;0;0;0;0;0
COAHUILA;LICENCIATURA EN MATEMÁTICAS APLICADAS;33;29;62;11;11;22;5;5;10;4;10;14
