ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Primer Ingreso Mujeres;Egresados Hombres;Egresados Mujeres;Egresados Total;Graduados Hombres;Graduados Mujeres;Graduados Total
NUEVO LEÓN;ESPECIALIDAD EN MEDICINA NUCLEAR;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN MERCAELECTRÓNICA;15;7;7;14;5;3;7;10;2;4;6
NUEVO LEÓN;ESPECIALIDAD EN MICROBIOLOGÍA MEDICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN NEFROLOGÍA;1;4;2;6;0;1;1;2;3;1;4
NUEVO LEÓN;ESPECIALIDAD EN NEONATOLOGÍA;18;14;14;28;7;4;8;12;4;7;11
NUEVO LEÓN;ESPECIALIDAD EN NEUMOLOGÍA;10;4;5;9;0;1;0;1;1;0;1
NUEVO LEÓN;ESPECIALIDAD EN NEUMOLOGÍA Y MEDICINA CRITICA;1;5;0;5;0;1;0;1;2;1;3
NUEVO LEÓN;ESPECIALIDAD EN NEUROCIRUGÍA;13;26;3;29;1;4;0;4;4;0;4
NUEVO LEÓN;ESPECIALIDAD EN NEUROLOGÍA;4;6;2;8;1;3;1;4;2;1;3
NUEVO LEÓN;ESPECIALIDAD EN NEUROLOGÍA PEDIÁTRICA;4;6;3;9;1;1;2;3;2;3;5
NUEVO LEÓN;ESPECIALIDAD EN NUTRIOLOGÍA CLÍNICA;10;0;17;17;10;1;8;9;0;4;4
NUEVO LEÓN;ESPECIALIDAD EN NUTRIOLOGÍA CLÍNICA Y EBESIDAD;10;1;5;6;5;6;12;18;6;10;16
NUEVO LEÓN;ESPECIALIDAD EN OBLIGACIONES TRIBUTARIAS;21;34;17;51;8;15;4;19;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN ODONTOLOGÍA RESTAURADORA;6;7;3;10;2;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN ODONTOPEDIATRÍA;15;2;13;15;13;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN OFTALMOLOGÍA;37;28;28;56;9;10;8;18;8;8;16
NUEVO LEÓN;ESPECIALIDAD EN ONCOLOGÍA MEDICA Y RADIOTERAPIA;1;2;1;3;0;2;0;2;2;0;2
NUEVO LEÓN;ESPECIALIDAD EN ORTODONCIA;8;2;8;10;6;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN ORTOPEDIA;20;62;3;65;2;11;0;11;11;0;11
NUEVO LEÓN;ESPECIALIDAD EN ORTOPEDIA Y TRAUMATOLOGÍA;7;23;4;27;1;6;0;6;4;1;5
NUEVO LEÓN;ESPECIALIDAD EN OTORRINOLARINGOLOGÍA;10;6;8;14;1;4;0;4;4;0;4
NUEVO LEÓN;ESPECIALIDAD EN OTORRINOLARINGOLOGÍA Y CIRUGÍA DE CABEZA Y CUELLO;3;2;10;12;3;2;0;2;2;0;2
NUEVO LEÓN;ESPECIALIDAD EN PATOLOGÍA CLÍNICA;12;4;8;12;1;2;1;3;2;1;3
NUEVO LEÓN;ESPECIALIDAD EN PEDIATRÍA;78;44;109;153;31;15;26;41;15;21;36
NUEVO LEÓN;ESPECIALIDAD EN PERINATOLOGÍA;2;1;3;4;1;1;1;2;1;1;2
NUEVO LEÓN;ESPECIALIDAD EN PERIODONCIA;4;2;2;4;2;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN PODIATRÍA;8;8;6;14;4;9;2;11;9;2;11
NUEVO LEÓN;ESPECIALIDAD EN POSGRADO EN ASESORÍA Y ORIENTACIÓN FAMILIAR;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN POSGRADO EN INTERVENCIÓN ECOSISTEMICA EN VIOLENCIA FAMILIAR;0;0;0;0;0;0;0;0;2;4;6
NUEVO LEÓN;ESPECIALIDAD EN PROTECCIÓN DE SISTEMAS ELÉCTRICOS DE POTENCIA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN PSICOTERAPIA CLÍNICA Y HOSPITALARIA;2;1;6;7;1;0;2;2;0;2;2
NUEVO LEÓN;ESPECIALIDAD EN PSICOTERAPIA DE PAREJA;10;0;6;6;6;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN PSICOTERAPIA PSICOANALÍTICA;10;1;5;6;3;1;3;4;1;3;4
NUEVO LEÓN;ESPECIALIDAD EN PSICOTERAPIA PSICOANALÍTICA DE NIÑOS Y ADOLESCENTES;10;1;1;2;1;1;5;6;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN PSIQUIATRÍA;31;30;37;67;13;6;5;11;6;3;9
NUEVO LEÓN;ESPECIALIDAD EN PSIQUIATRÍA INFANTIL Y DE LA ADOLESCENCIA;2;1;1;2;1;0;3;3;0;1;1
NUEVO LEÓN;ESPECIALIDAD EN RADIOLOGÍA (RADIODIAGNÓSTICO);9;13;12;25;3;6;1;7;10;1;11
NUEVO LEÓN;ESPECIALIDAD EN RADIOLOGÍA DIAGNÓSTICA;12;9;10;19;2;5;0;5;5;0;5
NUEVO LEÓN;ESPECIALIDAD EN RADIOLOGÍA E IMAGEN;10;6;10;16;3;1;3;4;1;3;4
NUEVO LEÓN;ESPECIALIDAD EN RELACIONES JURÍDICO LABORALES;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN REUMATOLOGÍA;10;1;3;4;3;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN REUMATOLOGÍA E INMUNOLOGÍA CLÍNICA;2;2;3;5;0;1;0;1;1;0;1
NUEVO LEÓN;ESPECIALIDAD EN TECNOLOGÍA EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN TELECOMUNICACIONES Y CONTROL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;ESPECIALIDAD EN TERMOFLUIDOS;0;0;0;0;0;0;0;0;1;0;1
NUEVO LEÓN;ESPECIALIDAD EN URGENCIAS MÉDICAS;15;14;17;31;5;10;11;21;10;9;19
NUEVO LEÓN;ESPECIALIDAD EN UROLOGÍA;21;49;0;49;0;9;0;9;10;0;10
NUEVO LEÓN;ESPECIALIDAD MÉDICA EN MEDICINA INTEGRADA;10;5;6;11;2;7;6;13;7;6;13
NUEVO LEÓN;ESPECIALIDAD MÉDICA EN OFTALMOLOGÍA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ACTIVIDAD FÍSICA Y DEPORTE CON ORIENTACIONES EN (ADULTOS MAYORES, ALTO RENDIMIENTO DEPOR;9;17;8;25;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN;93;64;66;130;41;7;5;12;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN (MERCADOTECNIA);47;43;16;59;3;7;4;11;2;5;7
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN ACENTUACIÓN DESARROLLO ORGANIZACIONAL;54;34;22;56;4;24;20;44;5;1;6
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN ACENTUACIÓN FINANZAS;42;123;41;164;7;31;12;43;16;7;23
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN ACENTUACIÓN FINANZAS INTERNACIONALES;50;30;9;39;2;2;0;2;0;1;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN ACENTUACIÓN GERENCIA GLOBAL;48;37;16;53;5;4;1;5;0;1;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN ACENTUACIÓN MERCADOTECNIA INTERNACIONAL;41;10;2;12;1;2;4;6;0;2;2
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN COMERCIO INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN DIRECCIÓN;60;38;16;54;7;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN FINANZAS;23;23;15;38;9;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN LIDERAZGO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN MEDIACIÓN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN MERCADOTECNIA;5;6;1;7;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN MERCADOTECNIA INTERNACIONAL;20;0;4;4;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN MERCADOTECNIA, FINANZAS Y CALIDAD;56;30;15;45;15;4;3;7;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN RECURSOS HUMANOS;6;5;6;11;3;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ACENTUACIÓN EN: MERCADOTECNIA, ADMINISTRACIÓN GENERAL, RECURSOS HUMAN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ENFOQUE EN ADMINISTRACIÓN DE NEGOCIOS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN ESTUDIOS FISCALES;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN NEGOCIOS INTERNACIONALES;53;45;25;70;0;14;8;22;4;3;7
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN RECURSOS HUMANOS;50;11;25;36;1;6;8;14;2;7;9
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ORIENTACIÓN EN (ADMINISTRACIÓN GENERAL O COMENRCIO INTERNACIONAL O FI;82;199;115;314;26;73;39;112;59;28;87
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN CON ORIENTACIÓN EN (GESTIÓN PÚBLUCA O MERCADOTECNIA O NEGOCIOS INTERNACIO;46;104;78;182;13;23;14;37;7;10;17
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE CALIDAD INTEGRAL;20;5;4;9;1;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE CAPITAL HUMANO;0;1;1;2;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS;40;122;84;206;13;26;18;44;22;14;36
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE HOSPITALES Y SERVICIOS DE SALUD;5;22;12;34;2;2;5;7;1;5;6
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE LA CALIDAD TOTAL;150;47;19;66;0;5;2;7;0;1;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE LA CONSTRUCCIÓN;0;2;1;3;0;17;4;21;11;6;17
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE LAS TELECOMUNICACIONES;0;1;0;1;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS;185;86;53;139;11;10;4;14;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA CALIDAD Y PRODUCTIVIDAD;58;84;32;116;18;7;9;16;15;14;29
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA DE CALIDAD Y PRODUCCIÓN;30;31;14;45;5;31;12;43;5;0;5
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA FINANZAS;84;106;71;177;17;36;22;58;31;18;49
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA MERCADOTECNIA;71;46;39;85;13;16;12;28;10;5;15
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS ÁREA RECURSOS HUMANOS;62;26;48;74;23;8;24;32;4;14;18
NUEVO LEÓN;MAESTRIA EN ADMINISTRACIÓN DE PROYECTOS EN LA EDIFICACIÓN;23;37;32;69;5;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE PYMES;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE ALIMENTOS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;24;32;18;50;1;18;6;24;17;6;23
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN DEL MANTENIMIENTO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EDUCATIVA;137;222;335;557;58;42;91;133;9;9;18
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EN EL ÁREA DE COMERCIO INTERNACIONAL;0;1;0;1;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EN EL ÁREA DE FINANZAS;1;1;0;1;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EN EL ÁREA DE MERCADOTECNIA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EN EL ÁREA DE RECURSOS HUMANOS;1;1;1;2;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN EN LAS ÁREAS DE RECURSOS HUMANOS, MERCADOTECNIA Y ADMINISTRACIÓN DE EMPRE;0;0;0;0;0;5;1;6;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN FINANCIERA;15;12;7;19;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN INDUSTRIAL Y DE NEGOCIOS CON ORIENTACIÓN F;119;249;148;397;48;80;35;115;29;20;49
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN POR VALORES;50;2;2;4;2;2;0;2;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN DE CENTROS EDUCATIVOS;15;11;53;64;27;10;36;46;5;20;25
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN EDUCATIVA;52;19;14;33;14;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ADMINISTRACIÓN Y LIDERAZGO;15;19;3;22;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN AMPARO;90;3;17;20;17;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ANÁLISIS DE GRUPOS E INSTITUCIONES;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN ANTROPOLOGÍA Y ÉTICA;0;7;3;10;0;4;5;9;0;0;0
NUEVO LEÓN;MAESTRÍA EN ARTES CON ORIENTACIÓN EN ARTES VISUALES;22;12;24;36;15;9;12;21;2;4;6
NUEVO LEÓN;MAESTRÍA EN AUDITORÍA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN BIBLIOTECAS Y CIENCIAS DE LA INFORMACIÓN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN BIOÉTICA;12;3;7;10;2;1;4;5;1;4;5
NUEVO LEÓN;MAESTRÍA EN CIENCIA ANIMAL;10;7;5;12;0;1;2;3;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS;0;0;0;0;0;0;0;0;1;0;1
NUEVO LEÓN;MAESTRÍA EN CIENCIAS COMPUTACIONALES REDES;5;4;1;5;1;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN CIENCIAS COMPUTACIONALES TECNOLÓGICAS;2;1;1;2;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON  ORIENTACIÓN EN (FARMACIA O MICROBIOLOGÍA INDUSTRIAL O QUÍMICA ANALÍTICA AM;8;21;19;40;3;11;14;25;8;10;18
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON CONCENTRACIÓN EN DISEÑO Y DESARROLLO SUSTENTABLE DE LA CIUDAD;0;2;1;3;0;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN AUTOMATIZACIÓN;16;32;6;38;3;17;2;19;17;2;19
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA;26;20;26;46;4;8;13;21;8;11;19
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA ELECTRÓNICA (SISTEMAS ELECTRÓNICOS);13;30;2;32;0;13;1;14;11;1;12
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA ELECTRÓNICA (TELECOMUNICACIONES);4;12;1;13;0;1;2;3;1;1;2
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA ENERGÉTICA;26;51;3;54;0;19;4;23;16;3;19
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA Y ADMINISTRACIÓN DE LA CONSTRUCCIÓN;19;30;15;45;5;24;8;32;18;7;25
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS AMBIENTALES;18;13;22;35;5;6;7;13;5;5;10
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE CALIDAD Y PRODUCTIVIDAD;36;44;31;75;9;20;16;36;18;13;31
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS INTELIGENTES;18;32;4;36;1;9;3;12;8;2;10
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN (COGNICIÓN Y EDUCACIÓN O PSICOLOGÍA DE LA SALUD O NEUROPSICOLOG;2;4;25;29;2;3;11;14;2;8;10
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN ( ARQUITECTURA O ASUNTOS URBANOS);8;2;4;6;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN (ALIMENTOS, ENTOMOLOGÍA MÉDICA, MANEJO Y ADMÓN DE RECURSOS V;2;8;3;11;1;0;1;1;2;2;4
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN (BIOLOGÍA DE LA REPRODUCCIÓN O EPIDEMIOLOGÍA O MICROBIOLOGÍA;12;9;17;26;6;7;5;12;7;7;14
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN (CIENCIAS SOCIALES O LENGUA Y LITERATURA O EDUCACIÓN);10;8;15;23;6;2;1;3;3;2;5
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN (INGENIERÍA ESTRUCTURAL O INGENIERÍA AMBIENTAL O MATERIALES;4;17;5;22;1;16;3;19;5;4;9
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN GESTIÓN E INNOVACIÓN DEL DISEÑO;7;8;9;17;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN INGENIERÍA QUÍMICA;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN MATEMÁTICAS;20;5;1;6;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN MICROBIOLOGÍA E INMUNOLOGÍA;13;23;22;45;7;3;13;16;4;9;13
NUEVO LEÓN;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN TRABAJO SOCIAL;9;4;5;9;5;3;6;9;0;3;3
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE ENFERMERÍA;10;7;31;38;5;5;16;21;2;10;12
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA COMUNICACIÓN;10;12;18;30;5;1;9;10;5;2;7
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;24;12;71;83;18;5;21;26;3;16;19
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA ENFERMERÍA;0;2;4;6;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA CON ORIENTACIÓN EN ENERGÍA TÉRMICA Y RENOVABLE;2;12;1;13;1;1;0;1;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA ELÉCTRICA;12;22;2;24;0;15;0;15;12;0;12
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA MECÁNICA CON ESPECIALIDAD EN MATERIALES;19;39;31;70;7;13;13;26;11;9;20
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA PLANIFICACIÓN DE ASENTAMIENTOS HUMANOS;0;5;3;8;0;3;2;5;2;1;3
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DE LA PRODUCCIÓN Y TECNOLOGÍA DEL CEMENTO Y DEL CONCRETO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS DEL EJERCICIO;0;0;0;0;0;7;4;11;5;3;8
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN COMUNICACIÓN;26;11;21;32;6;6;12;18;5;11;16
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN INGENIERÍA DE SISTEMAS;0;17;9;26;0;2;6;8;1;2;3
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN NUTRICIÓN;9;0;5;5;5;1;9;10;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN PRODUCCIÓN AGRÍCOLA;10;8;2;10;1;2;1;3;5;2;7
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN PRODUCCIÓN ANIMAL;0;0;0;0;0;0;0;0;0;1;1
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN SALUD PÚBLICA;10;9;9;18;5;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS EN TECNOLOGÍA INFORMÁTICA;7;23;3;26;0;8;0;8;7;0;7
NUEVO LEÓN;MAESTRÍA EN CIENCIAS FORESTALES;20;33;19;52;3;5;3;8;2;3;5
NUEVO LEÓN;MAESTRÍA EN CIENCIAS GEOLÓGICAS;10;11;2;13;0;4;0;4;4;0;4
NUEVO LEÓN;MAESTRÍA EN CIENCIAS JURÍDICAS CON ACENTUACIÓN EN DERECHO DEL TRABAJO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS JURÍDICAS CON ACENTUACIÓN EN DERECHO FISCAL;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS ODONTOLÓGICAS;23;8;53;61;20;3;23;26;2;16;18
NUEVO LEÓN;MAESTRÍA EN CIENCIAS POLÍTICAS;10;9;14;23;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CIENCIAS SOCIALES;1;1;0;1;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA EN CIENCIAS SOCIALES CON ORIENTACIÓN EN DESARROLLO SUSTENTABLE;20;4;4;8;1;1;1;2;2;1;3
NUEVO LEÓN;MAESTRÍA EN CIENCIAS VETERINARIAS;0;0;0;0;0;2;0;2;0;0;0
NUEVO LEÓN;MAESTRÍA EN CLÍNICA PSICOANALÍTICA;0;0;0;0;0;2;2;4;0;1;1
NUEVO LEÓN;MAESTRÍA EN COMERCIO INTERNACIONAL;7;4;4;8;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN COMUNICACIÓN;20;9;9;18;0;2;6;8;0;0;0
NUEVO LEÓN;MAESTRÍA EN COMUNICACIÓN Y MERCADOTECNIA;0;10;8;18;0;2;1;3;0;0;0
NUEVO LEÓN;MAESTRÍA EN CONTADURÍA CON ORIENTACIÓN EN (AUDITORÍA O CONTABILIDAD INTERNACIONAL O COSTOS Y PRESUPU;55;127;96;223;21;22;23;45;2;4;6
NUEVO LEÓN;MAESTRÍA EN CONTADURÍA Y ESTRATEGIAS CORPORATIVAS CON ACENTUACIÓN EN AUDITORÍA Y FINANZAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CONTADURÍA Y ESTRATEGIAS CORPORATIVAS CON ACENTUACIÓN EN OBLIGACIONES TRIBUTARIAS;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN CRIMINOLOGÍA;13;17;16;33;7;5;3;8;6;5;11
NUEVO LEÓN;MAESTRÍA EN DERECHO;136;235;144;379;49;36;20;56;37;20;57
NUEVO LEÓN;MAESTRÍA EN DERECHO CONSTITUCIONAL Y GOBERNALIDAD;0;0;0;0;0;0;0;0;3;4;7
NUEVO LEÓN;MAESTRÍA EN DERECHO CORPORATIVO;0;0;0;0;0;0;0;0;3;2;5
NUEVO LEÓN;MAESTRÍA EN DERECHO DE AMPARO;90;150;107;257;30;13;5;18;5;3;8
NUEVO LEÓN;MAESTRÍA EN DERECHO DE EMPRESA;20;21;14;35;5;2;1;3;2;1;3
NUEVO LEÓN;MAESTRÍA EN DERECHO DE LA EMPRESA;10;20;17;37;2;2;5;7;2;5;7
NUEVO LEÓN;MAESTRÍA EN DERECHO FISCAL;15;27;7;34;1;0;0;0;2;0;2
NUEVO LEÓN;MAESTRÍA EN DERECHO LABORAL;10;6;2;8;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DERECHO MERCANTIL;5;0;1;1;0;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA EN DERECHO PRIVADO;15;46;26;72;1;1;2;3;2;1;3
NUEVO LEÓN;MAESTRÍA EN DESARROLLO DE CAPITAL HUMANO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DESARROLLO HUMANO;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DESARROLLO ORGANIZACIONAL;15;21;27;48;9;12;10;22;9;9;18
NUEVO LEÓN;MAESTRÍA EN DESARROLLO Y FILOSOFÍA DE LA FAMILIA;0;1;7;8;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN DE COMUNICACIÓN;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN DE EMPRESAS;0;3;0;3;0;4;3;7;0;1;1
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN EDUCATIVA;8;4;4;8;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA EN DIRECCIÓN EMPRESARIAL CON ACENTUACIÓN EN EL ÁREA DE ADMINISTRACIÓN DE NEGOCIOS;0;0;0;0;0;0;0;0;0;0;0
